name,state_code,country_code
Basanti,TN,IN
Basirhat,TN,IN
Bawali,TN,IN
Begampur,TN,IN
Belda,TN,IN
Beldanga,TN,IN
Beliatore,TN,IN
Berhampore,TN,IN
Bhadreswar,TN,IN
Bhandardaha,TN,IN
Bhatpara,TN,IN
Birbhum district,TN,IN
Birpara,TN,IN
Bolpur,TN,IN
Budge Budge,TN,IN
Chakapara,TN,IN
Chakdaha,TN,IN
Champadanga,TN,IN
Champahati,TN,IN
Champdani,TN,IN
Chandannagar,TN,IN
Chandrakona,TN,IN
Chittaranjan,TN,IN
Churulia,TN,IN
Contai,TN,IN
Cooch Behar,TN,IN
Cossimbazar,TN,IN
Dakshin Dinajpur district,TN,IN
Dalkola,TN,IN
Dam Dam,TN,IN
Darjeeling,TN,IN
Debagram,TN,IN
Debipur,TN,IN
Dhaniakhali community development block,TN,IN
Dhulagari,TN,IN
Dhulian,TN,IN
Dhupguri,TN,IN
Diamond Harbour,TN,IN
Digha,TN,IN
Dinhata,TN,IN
Domjur,TN,IN
Dubrajpur,TN,IN
Egra,TN,IN
Falakata,TN,IN
Farakka,TN,IN
Fort Gloster,TN,IN
Gaighata community development block,TN,IN
Gairkata,TN,IN
Gangadharpur,TN,IN
Gangarampur,TN,IN
Garui,TN,IN
Garulia,TN,IN
Ghatal,TN,IN
Giria,TN,IN
Gobardanga,TN,IN
Gobindapur,TN,IN
Gorubathan,TN,IN
Gosaba,TN,IN
Gosanimari,TN,IN
Gurdaha,TN,IN
Guskhara,TN,IN
Habra,TN,IN
Haldia,TN,IN
Haldibari,TN,IN
Halisahar,TN,IN
Harindanga,TN,IN
Haringhata,TN,IN
Haripur,TN,IN
Hasimara,TN,IN
Hindusthan Cables Town,TN,IN
Hooghly district,TN,IN
Ichapur,TN,IN
Indpur community development block,TN,IN
Ingraj Bazar,TN,IN
Jafarpur,TN,IN
Jaigaon,TN,IN
Jalpaiguri,TN,IN
Jamuria,TN,IN
Jangipur,TN,IN
Jaynagar Majilpur,TN,IN
Jejur,TN,IN
Jhalida,TN,IN
Jhargram,TN,IN
Jhilimili,TN,IN
Kakdwip,TN,IN
Kalaikunda,TN,IN
Kaliaganj,TN,IN
Kalimpong,TN,IN
Kalna,TN,IN
Kalyani,TN,IN
Kamarhati,TN,IN
Kamarpukur,TN,IN
Kanchrapara,TN,IN
Karimpur,TN,IN
Katwa,TN,IN
Kenda,TN,IN
Keshabpur,TN,IN
Kharba,TN,IN
Khardaha,TN,IN
Khatra,TN,IN
Kirnahar,TN,IN
Kolkata,TN,IN
Konnagar,TN,IN
Krishnanagar,TN,IN
Krishnapur,TN,IN
Kshirpai,TN,IN
Kulpi,TN,IN
Kultali,TN,IN
Kulti,TN,IN
Kurseong,TN,IN
Lalgarh,TN,IN
Lalgola,TN,IN
Loyabad,TN,IN
Madanpur,TN,IN
Madhyamgram,TN,IN
Mahiari,TN,IN
Mahishadal community development block,TN,IN
Mainaguri,TN,IN
Manikpara,TN,IN
Masila,TN,IN
Mathabhanga,TN,IN
Matiali community development block,TN,IN
Matigara community development block,TN,IN
Medinipur,TN,IN
Mejia community development block,TN,IN
Memari,TN,IN
Mirik,TN,IN
Monoharpur,TN,IN
Muragacha,TN,IN
Muri,TN,IN
Murshidabad,TN,IN
Nabadwip,TN,IN
Nabagram,TN,IN
Nadia district,TN,IN
Nagarukhra,TN,IN
Nagrakata,TN,IN
Naihati,TN,IN
Naksalbari,TN,IN
Nalhati,TN,IN
Nalpur,TN,IN
Namkhana community development block,TN,IN
Nandigram,TN,IN
Nangi,TN,IN
Nayagram community development block,TN,IN
North 24 Parganas district,TN,IN
Odlabari,TN,IN
Paikpara,TN,IN
Panagarh,TN,IN
Panchla,TN,IN
Panchmura,TN,IN
Pandua,TN,IN
Panihati,TN,IN
Panskura,TN,IN
Paschim Medinipur district,TN,IN
Patiram,TN,IN
Patrasaer,TN,IN
Patuli,TN,IN
Pujali,TN,IN
Puncha community development block,TN,IN
Purba Medinipur district,TN,IN
Purulia,TN,IN
Raghudebbati,TN,IN
Raiganj,TN,IN
Rajmahal,TN,IN
Rajnagar community development block,TN,IN
Ramchandrapur,TN,IN
Ramjibanpur,TN,IN
Rampur Hat,TN,IN
Ranaghat,TN,IN
Raniganj,TN,IN
Raypur,TN,IN
Rishra,TN,IN
Sahapur,TN,IN
Sainthia,TN,IN
Salanpur community development block,TN,IN
Sankarpur,TN,IN
Sankrail,TN,IN
Santipur,TN,IN
Santoshpur,TN,IN
Santuri community development block,TN,IN
Sarenga,TN,IN
Serampore,TN,IN
Serpur,TN,IN
Shyamnagar West Bengal,TN,IN
Siliguri,TN,IN
Singur,TN,IN
Sodpur,TN,IN
Solap,TN,IN
Sonada,TN,IN
Sonamukhi,TN,IN
Sonarpur community development block,TN,IN
South 24 Parganas district,TN,IN
Srikhanda,TN,IN
Srirampur,TG,IN
Suri,TG,IN
Swarupnagar community development block,TG,IN
Takdah,TG,IN
Taki,TG,IN
Tamluk,TG,IN
Tarakeswar,TG,IN
Titagarh,TG,IN
Tufanganj,TG,IN
Tulin,TG,IN
Uchalan,TG,IN
Ula,TG,IN
Uluberia,TG,IN
Uttar Dinajpur district,TG,IN
Uttarpara Kotrung,TG,IN
Banda Aceh,TG,IN
Bireun,TG,IN
Kabupaten Aceh Barat,TG,IN
Kabupaten Aceh Barat Daya,TG,IN
Kabupaten Aceh Besar,TG,IN
Kabupaten Aceh Jaya,TG,IN
Kabupaten Aceh Selatan,TG,IN
Kabupaten Aceh Singkil,TG,IN
Kabupaten Aceh Tamiang,TG,IN
Kabupaten Aceh Tengah,TG,IN
Kabupaten Aceh Tenggara,TG,IN
Kabupaten Aceh Timur,TG,IN
Kabupaten Aceh Utara,TG,IN
Kabupaten Bener Meriah,TG,IN
Kabupaten Bireuen,TG,IN
Kabupaten Gayo Lues,TG,IN
Kabupaten Nagan Raya,TG,IN
Kabupaten Pidie,TG,IN
Kabupaten Simeulue,TG,IN
Kota Banda Aceh,TG,IN
Kota Langsa,TG,IN
Kota Lhokseumawe,TG,IN
Kota Sabang,TG,IN
Kota Subulussalam,TG,IN
Langsa,TG,IN
Lhokseumawe,TG,IN
Meulaboh,TG,IN
Reuleuet,TG,IN
Sabang,TG,IN
Sigli,TG,IN
Sinabang,TG,IN
Singkil,TG,IN
Amlapura,TG,IN
Amlapura city,TG,IN
Banjar Wangsian,TG,IN
Bedugul,TG,IN
Denpasar,TG,IN
Jimbaran,TG,IN
Kabupaten Badung,TG,IN
Kabupaten Bangli,TG,IN
Kabupaten Buleleng,TG,IN
Kabupaten Gianyar,TG,IN
Kabupaten Jembrana,TG,IN
Kabupaten Karang Asem,TG,IN
Kabupaten Klungkung,TG,IN
Kabupaten Tabanan,TG,IN
Klungkung,TG,IN
Kota Denpasar,TG,IN
Kuta,TG,IN
Legian,TG,IN
Lovina,TG,IN
Munduk,TG,IN
Negara,TG,IN
Nusa Dua,TG,IN
Seririt,TG,IN
Singaraja,TG,IN
Tabanan,TG,IN
Ubud,TG,IN
Curug,TG,IN
Kabupaten Lebak,TG,IN
Kabupaten Pandeglang,TG,IN
Kabupaten Serang,TG,IN
Kabupaten Tangerang,TG,IN
Kota Cilegon,TG,IN
Kota Serang,TG,IN
Kota Tangerang,TG,IN
Kota Tangerang Selatan,TG,IN
Labuan,TG,IN
Pandeglang,TG,IN
Rangkasbitung,TG,IN
Serang,TG,IN
South Tangerang,TG,IN
Tangerang,TG,IN
Bengkulu,TR,IN
Curup,TR,IN
Kabupaten Bengkulu Selatan,TR,IN
Kabupaten Bengkulu Tengah,TR,IN
Kabupaten Bengkulu Utara,TR,IN
Kabupaten Kaur,TR,IN
Kabupaten Kepahiang,TR,IN
Kabupaten Lebong,TR,IN
Kabupaten Mukomuko,TR,IN
Kabupaten Rejang Lebong,TR,IN
Kabupaten Seluma,TR,IN
Kota Bengkulu,TR,IN
Kabupaten Bantul,TR,IN
Kabupaten Gunung Kidul,TR,IN
Kabupaten Kulon Progo,TR,IN
Kabupaten Sleman,TR,IN
Kota Yogyakarta,TR,IN
Yogyakarta,TR,IN
Kota Administrasi Jakarta Barat,TR,IN
Kota Administrasi Jakarta Pusat,UP,IN
Kota Administrasi Jakarta Selatan,UP,IN
Kota Administrasi Jakarta Timur,UP,IN
Kota Administrasi Jakarta Utara,UP,IN
Gorontalo,UP,IN
Kabupaten Boalemo,UP,IN
Kabupaten Bone Bolango,UP,IN
Kabupaten Gorontalo,UP,IN
Kabupaten Gorontalo Utara,UP,IN
Kabupaten Pohuwato,UP,IN
Kota Gorontalo,UP,IN
Bejubang Dua,UP,IN
Jambi City,UP,IN
Kabupaten Batang Hari,UP,IN
Kabupaten Bungo,UP,IN
Kabupaten Kerinci,UP,IN
Kabupaten Merangin,UP,IN
Kabupaten Muaro Jambi,UP,IN
Kabupaten Sarolangun,UP,IN
Kabupaten Tanjung Jabung Barat,UP,IN
Kabupaten Tanjung Jabung Timur,UP,IN
Kabupaten Tebo,UP,IN
Kota Jambi,UP,IN
Kota Sungai Penuh,UP,IN
Kuala Tungkal,UP,IN
Mendaha,UP,IN
Simpang,UP,IN
Sungai Penuh,UP,IN
Arjawinangun,UP,IN
Astanajapura,UP,IN
Bandung,UP,IN
Banjaran,UP,IN
Bekasi,UP,IN
Bogor,UP,IN
Caringin,UP,IN
Ciamis,UP,IN
Ciampea,UP,IN
Cibinong,UP,IN
Cicurug,UP,IN
Cikampek,UP,IN
Cikarang,UP,IN
Cikupa,UP,IN
Cileungsir,UP,IN
Cileunyi,UP,IN
Cimahi,UP,IN
Ciputat,UP,IN
Ciranjang-hilir,UP,IN
Cirebon,UP,IN
Citeureup,UP,IN
Depok,UP,IN
Indramayu,UP,IN
Jatibarang,UP,IN
Jatiwangi,UP,IN
Kabupaten Bandung,UP,IN
Kabupaten Bandung Barat,UP,IN
Kabupaten Bekasi,UP,IN
Kabupaten Bogor,UP,IN
Kabupaten Ciamis,UP,IN
Kabupaten Cianjur,UP,IN
Kabupaten Cirebon,UP,IN
Kabupaten Garut,UP,IN
Kabupaten Indramayu,UP,IN
Kabupaten Karawang,UP,IN
Kabupaten Kuningan,UP,IN
Kabupaten Majalengka,UP,IN
Kabupaten Pangandaran,UP,IN
Kabupaten Purwakarta,UP,IN
Kabupaten Subang,UP,IN
Kabupaten Sukabumi,UP,IN
Kabupaten Sumedang,UP,IN
Kabupaten Tasikmalaya,UP,IN
Karangampel,UP,IN
Karangsembung,UP,IN
Kawalu,UP,IN
Klangenan,UP,IN
Kota Bandung,UP,IN
Kota Banjar,UP,IN
Kota Bekasi,UP,IN
Kota Bogor,UP,IN
Kota Cimahi,UP,IN
Kota Cirebon,UP,IN
Kota Depok,UP,IN
Kota Sukabumi,UP,IN
Kota Tasikmalaya,UP,IN
Kresek,UP,IN
Kuningan,UP,IN
Lembang,UP,IN
Majalengka,UP,IN
Margahayukencana,UP,IN
Ngawi,UP,IN
Padalarang,UP,IN
Palimanan,UP,IN
Pamanukan,UP,IN
Pameungpeuk,UP,IN
Pamulang,UP,IN
Parung,UP,IN
Pasarkemis,UP,IN
Paseh,UP,IN
Pelabuhanratu,UP,IN
Plumbon,UP,IN
Purwakarta,UP,IN
Rajapolah,UP,IN
Rengasdengklok,UP,IN
Sawangan,UP,IN
Sepatan,UP,IN
Serpong,UP,IN
Singaparna,UP,IN
Soreang,UP,IN
Sukabumi,UP,IN
Sumber,UP,IN
Sumedang,UP,IN
Sumedang Utara,UP,IN
Tasikmalaya,UP,IN
Teluknaga,UP,IN
Wanaraja,UP,IN
Weru,UP,IN
Adiwerna,UP,IN
Ambarawa,UP,IN
Baekrajan,UP,IN
Baki,UP,IN
Balapulang,UP,IN
Banyumas,UP,IN
Batang,UP,IN
Baturaden,UP,IN
Blora,UP,IN
Boyolali,UP,IN
Buaran,UP,IN
Bulakamba,UP,IN
Candi Prambanan,UP,IN
Ceper,UP,IN
Cepu,UP,IN
Colomadu,UP,IN
Comal,UP,IN
Delanggu,UP,IN
Demak,UP,IN
Dukuhturi,UP,IN
Gatak,UP,IN
Gebog,UP,IN
Gombong,UP,IN
Grogol,UP,IN
Gunung Kendil,UP,IN
Jaten,UP,IN
Jatiroto,UP,IN
Jekulo,UP,IN
Jogonalan,UP,IN
Juwana,UP,IN
Kabupaten Banjarnegara,UP,IN
Kabupaten Banyumas,UP,IN
Kabupaten Batang,UP,IN
Kabupaten Blora,UP,IN
Kabupaten Boyolali,UP,IN
Kabupaten Brebes,UP,IN
Kabupaten Cilacap,UP,IN
Kabupaten Demak,UP,IN
Kabupaten Grobogan,UP,IN
Kabupaten Jepara,UP,IN
Kabupaten Karanganyar,UP,IN
Kabupaten Kebumen,UP,IN
Kabupaten Kendal,UP,IN
Kabupaten Klaten,UP,IN
Kabupaten Kudus,UP,IN
Kabupaten Magelang,UP,IN
Kabupaten Pati,UP,IN
Kabupaten Pekalongan,UP,IN
Kabupaten Pemalang,UP,IN
Kabupaten Purbalingga,UP,IN
Kabupaten Purworejo,UP,IN
Kabupaten Rembang,UP,IN
Kabupaten Semarang,UP,IN
Kabupaten Sragen,UP,IN
Kabupaten Sukoharjo,UP,IN
Kabupaten Tegal,UP,IN
Kabupaten Temanggung,UP,IN
Kabupaten Wonogiri,UP,IN
Kabupaten Wonosobo,UP,IN
Karanganom,UP,IN
Kartasura,UP,IN
Kebonarun,UP,IN
Kedungwuni,UP,IN
Ketanggungan,UP,IN
Klaten,UP,IN
Kota Magelang,UP,IN
Kota Pekalongan,UP,IN
Kota Salatiga,UP,IN
Kota Semarang,UP,IN
Kota Surakarta,UP,IN
Kota Tegal,UP,IN
Kroya,UP,IN
Kudus,UP,IN
Kutoarjo,UP,IN
Lasem,UP,IN
Lebaksiu,UP,IN
Magelang,UP,IN
Majenang,UP,IN
Margasari,UP,IN
Mertoyudan,UP,IN
Mlonggo,UP,IN
Mranggen,UP,IN
Muntilan,UP,IN
Ngemplak,UP,IN
Pati,UP,IN
Pecangaan,UP,IN
Pekalongan,UP,IN
Pemalang,UP,IN
Purbalingga,UP,IN
Purwodadi,UP,IN
Purwokerto,UP,IN
Randudongkal,UP,IN
Rembangan,UP,IN
Salatiga,UP,IN
Selogiri,UP,IN
Semarang,UP,IN
Sidareja,UP,IN
Slawi,UP,IN
Sokaraja,UP,IN
Sragen,UP,IN
Surakarta,UP,IN
Tarub,UP,IN
Tayu,UP,IN
Tegal,UP,IN
Trucuk,UP,IN
Ungaran,UP,IN
Wangon,UP,IN
Wedi,UP,IN
Welahan,UP,IN
Weleri,UP,IN
Wiradesa,UP,IN
Wonopringgo,UP,IN
Wonosobo,UP,IN
Babat,UP,IN
Balung,UP,IN
Bangil,UP,IN
Bangkalan,UP,IN
Banyuwangi,UP,IN
Batu,UP,IN
Besuki,UP,IN
Blitar,UP,IN
Bojonegoro,UP,IN
Bondowoso,UP,IN
Boyolangu,UP,IN
Buduran,UP,IN
Dampit,UP,IN
Diwek,UP,IN
Driyorejo,UP,IN
Gambiran Satu,UP,IN
Gampengrejo,UP,IN
Gedangan,UP,IN
Genteng,UP,IN
Gongdanglegi Kulon,UP,IN
Gresik,UP,IN
Gresik Regency,UP,IN
Jember,UP,IN
Jombang,UP,IN
Kabupaten Bangkalan,UP,IN
Kabupaten Banyuwangi,UP,IN
Kabupaten Blitar,UP,IN
Kabupaten Bojonegoro,UP,IN
Kabupaten Bondowoso,UP,IN
Kabupaten Jember,UP,IN
Kabupaten Jombang,UP,IN
Kabupaten Kediri,UP,IN
Kabupaten Lamongan,UP,IN
Kabupaten Lumajang,UP,IN
Kabupaten Madiun,UP,IN
Kabupaten Magetan,UP,IN
Kabupaten Malang,UP,IN
Kabupaten Mojokerto,UP,IN
Kabupaten Nganjuk,UP,IN
Kabupaten Ngawi,UP,IN
Kabupaten Pacitan,UP,IN
Kabupaten Pamekasan,UP,IN
Kabupaten Pasuruan,UP,IN
Kabupaten Ponorogo,UP,IN
Kabupaten Probolinggo,UP,IN
Kabupaten Sampang,UP,IN
Kabupaten Sidoarjo,UP,IN
Kabupaten Situbondo,UP,IN
Kabupaten Sumenep,UP,IN
Kabupaten Trenggalek,UP,IN
Kabupaten Tuban,UP,IN
Kabupaten Tulungagung,UP,IN
Kalianget,UP,IN
Kamal,UP,IN
Kebomas,UP,IN
Kediri,UP,IN
Kedungwaru,UP,IN
Kencong,UP,IN
Kepanjen,UP,IN
Kertosono,UP,IN
Kota Batu,UP,IN
Kota Blitar,UP,IN
Kota Kediri,UP,IN
Kota Madiun,UP,IN
Kota Malang,UP,IN
Kota Mojokerto,UP,IN
Kota Pasuruan,UP,IN
Kota Probolinggo,UP,IN
Kota Surabaya,UP,IN
Kraksaan,UP,IN
Krian,UP,IN
Lamongan,UP,IN
Lawang,UP,IN
Lumajang,UP,IN
Madiun,UP,IN
Malang,UP,IN
Mojoagung,UP,IN
Mojokerto,UP,IN
Muncar,UP,IN
Nganjuk,UP,IN
Ngoro,UP,IN
Ngunut,UP,IN
Paciran,UP,IN
Pakisaji,UP,IN
Pamekasan,UP,IN
Panarukan,UP,IN
Pandaan,UP,IN
Panji,UP,IN
Pare,UP,IN
Pasuruan,UP,IN
Ponorogo,UP,IN
Prigen,UP,IN
Probolinggo,UP,IN
Sampang,UP,IN
Sidoarjo,UP,IN
Singojuruh,UP,IN
Singosari,UP,IN
Situbondo,UP,IN
Soko,UP,IN
Srono,UP,IN
Sumberpucung,UP,IN
Sumenep,UP,IN
Surabaya,UP,IN
Tanggul,UP,IN
Tanggulangin,UP,IN
Trenggalek,UP,IN
Tuban,UP,IN
Tulangan Utara,UP,IN
Tulungagung,UP,IN
Wongsorejo,UP,IN
Bengkayang,UP,IN
Kapuas Hulu,UP,IN
Kayong Utara,UP,IN
Ketapang,UP,IN
Kubu Raya,UP,IN
Landak,UP,IN
Manismata,UP,IN
Melawi,UP,IN
Mempawah,UP,IN
Pemangkat,UP,IN
Pontianak,UP,IN
Sambas,UP,IN
Sanggau,UP,IN
Sekadau,UP,IN
Singkawang,UP,IN
Sintang,UP,IN
Amuntai,UP,IN
Banjarmasin,UP,IN
Barabai,UP,IN
Kabupaten Balangan,UP,IN
Kabupaten Banjar,UP,IN
Kabupaten Barito Kuala,UP,IN
Kabupaten Hulu Sungai Selatan,UP,IN
Kabupaten Hulu Sungai Tengah,UP,IN
Kabupaten Hulu Sungai Utara,UP,IN
Kabupaten Kota Baru,UP,IN
Kabupaten Tabalong,UP,IN
Kabupaten Tanah Bumbu,UP,IN
Kabupaten Tanah Laut,UP,IN
Kabupaten Tapin,UP,IN
Kota Banjar Baru,UP,IN
Kota Banjarmasin,UP,IN
Martapura,UP,IN
Kabupaten Barito Selatan,UP,IN
Kabupaten Barito Timur,UP,IN
Kabupaten Barito Utara,UP,IN
Kabupaten Gunung Mas,UP,IN
Kabupaten Kapuas,UP,IN
Kabupaten Katingan,UP,IN
Kabupaten Kotawaringin Barat,UP,IN
Kabupaten Kotawaringin Timur,UP,IN
Kabupaten Lamandau,UP,IN
Kabupaten Murung Raya,UP,IN
Kabupaten Pulang Pisau,UP,IN
Kabupaten Seruyan,UP,IN
Germi,UP,IN
Kabupaten Sukamara,UP,IN
Kota Palangka Raya,UP,IN
Kualakapuas,UP,IN
Palangkaraya,UP,IN
Pangkalanbuun,UP,IN
Sampit,UP,IN
Balikpapan,UP,IN
Bontang,UP,IN
City of Balikpapan,UP,IN
Kabupaten Berau,UP,IN
Kabupaten Kutai Barat,UP,IN
Kabupaten Kutai Kartanegara,UP,IN
Kabupaten Kutai Timur,UP,IN
Kabupaten Mahakam Hulu,UP,IN
Kabupaten Paser,UP,IN
Kabupaten Penajam Paser Utara,UP,IN
Kota Balikpapan,UP,IN
Kota Bontang,UP,IN
Kota Samarinda,UP,IN
Loa Janan,UP,IN
Samarinda,UP,IN
Kabupaten Bulungan,UP,IN
Kabupaten Malinau,UP,IN
Kabupaten Nunukan,UP,IN
Kabupaten Tana Tidung,UP,IN
Tanjung Selor,UP,IN
Tarakan,UP,IN
Kabupaten Bangka,UP,IN
Kabupaten Bangka Barat,UP,IN
Kabupaten Bangka Selatan,UP,IN
Kabupaten Bangka Tengah,UP,IN
Kabupaten Belitung,UP,IN
Kabupaten Belitung Timur,UP,IN
Kota Pangkal Pinang,UP,IN
Manggar,UP,IN
Muntok,UP,IN
Pangkalpinang,UP,IN
Sungailiat,UP,IN
Tanjung Pandan,UP,IN
Kabupaten Bintan,UP,IN
Kabupaten Karimun,UP,IN
Kabupaten Kepulauan Anambas,UP,IN
Kabupaten Lingga,UP,IN
Kabupaten Natuna,UP,IN
Kijang,UP,IN
Kota Batam,UP,IN
Kota Tanjung Pinang,UP,IN
Tanjung Pinang,UP,IN
Bandar Lampung,UP,IN
Kabupaten Lampung Barat,UP,IN
Kabupaten Lampung Selatan,UP,IN
Kabupaten Lampung Tengah,UP,IN
Kabupaten Lampung Timur,UP,IN
Kabupaten Lampung Utara,UP,IN
Kabupaten Mesuji,UP,IN
Kabupaten Pesawaran,UP,IN
Kabupaten Pesisir Barat,UP,IN
Kabupaten Pringsewu,UP,IN
Kabupaten Tanggamus,UP,IN
Kabupaten Tulangbawang,UP,IN
Kabupaten Way Kanan,UP,IN
Kota Bandar Lampung,UP,IN
Kota Metro,UP,IN
Kotabumi,UP,IN
Metro,UP,IN
Terbanggi Besar,UP,IN
Amahai,UP,IN
Ambon,UP,IN
Kabupaten Buru,UP,IN
Kabupaten Buru Selatan,UP,IN
Kabupaten Kepulauan Aru,UP,IN
Kabupaten Maluku Barat Daya,UP,IN
Kabupaten Maluku Tengah,UP,IN
Kabupaten Maluku Tenggara,UP,IN
Kabupaten Maluku Tenggara Barat,UP,IN
Kabupaten Seram Bagian Barat,UP,IN
Kabupaten Seram Bagian Timur,UP,IN
Kota Ambon,UP,IN
Kota Tual,UP,IN
Tual,UP,IN
East Halmahera Regency,UP,IN
Kabupaten Halmahera Barat,UP,IN
Kabupaten Halmahera Selatan,UP,IN
Kabupaten Halmahera Tengah,UP,IN
Kabupaten Halmahera Utara,UP,IN
Kabupaten Kepulauan Sula,UP,IN
Kabupaten Pulau Morotai,UP,IN
Kabupaten Pulau Taliabu,UP,IN
Kota Ternate,UP,IN
Kota Tidore Kepulauan,UP,IN
Sofifi,UP,IN
Ternate,UP,IN
Tobelo,UP,IN
Bima,UP,IN
Dompu,UP,IN
Gili Air,UP,IN
Kabupaten Bima,UP,IN
Kabupaten Dompu,UP,IN
Kabupaten Lombok Barat,UP,IN
Kabupaten Lombok Tengah,UP,IN
Kabupaten Lombok Timur,UP,IN
Kabupaten Lombok Utara,UP,IN
Kabupaten Sumbawa,UP,IN
Kabupaten Sumbawa Barat,UP,IN
Kota Bima,UP,IN
Kota Mataram,UP,IN
Labuan Lombok,UP,IN
Lembar,UP,IN
Mataram,UP,IN
Pemenang,UP,IN
Pototano,UP,IN
Praya,UP,IN
Senggigi,UP,IN
Sumbawa Besar,UP,IN
Atambua,UP,IN
Ende,UP,IN
Kabupaten Alor,UP,IN
Kabupaten Belu,UP,IN
Kabupaten Ende,UP,IN
Kabupaten Flores Timur,UP,IN
Kabupaten Kupang,UP,IN
Kabupaten Lembata,UP,IN
Kabupaten Malaka,UP,IN
Kabupaten Manggarai,UP,IN
Kabupaten Manggarai Barat,UP,IN
Kabupaten Manggarai Timur,UP,IN
Kabupaten Nagekeo,UP,IN
Kabupaten Ngada,UP,IN
Kabupaten Rote Ndao,UP,IN
Kabupaten Sabu Raijua,UP,IN
Kabupaten Sikka,UP,IN
Kabupaten Sumba Barat,UP,IN
Kabupaten Sumba Barat Daya,UP,IN
Kabupaten Sumba Tengah,UP,IN
Kabupaten Sumba Timur,UP,IN
Kabupaten Timor Tengah Selatan,UP,IN
Kabupaten Timor Tengah Utara,UP,IN
Kefamenanu,UP,IN
Komodo,UP,IN
Kota Kupang,UP,IN
Kupang,UP,IN
Labuan Bajo,UP,IN
Maumere,UP,IN
Naisano Dua,UP,IN
Ruteng,UP,IN
Soe,UP,IN
Waingapu,UP,IN
Abepura,UP,IN
Biak,UP,IN
Insrom,UP,IN
Jayapura,UP,IN
Kabupaten Asmat,UP,IN
Kabupaten Biak Numfor,UP,IN
Kabupaten Boven Digoel,UP,IN
Kabupaten Deiyai,UP,IN
Kabupaten Dogiyai,UP,IN
Kabupaten Intan Jaya,UP,IN
Kabupaten Jayapura,UP,IN
Kabupaten Jayawijaya,UP,IN
Kabupaten Keerom,UP,IN
Kabupaten Kepulauan Yapen,UP,IN
Kabupaten Lanny Jaya,UP,IN
Kabupaten Mamberamo Raya,UP,IN
Kabupaten Mamberamo Tengah,UP,IN
Kabupaten Mappi,UP,IN
Kabupaten Merauke,UP,IN
Kabupaten Mimika,UP,IN
Kabupaten Nabire,UP,IN
Kabupaten Nduga,UP,IN
Kabupaten Paniai,UP,IN
Kabupaten Pegunungan Bintang,UP,IN
Kabupaten Puncak Jaya,UP,IN
Kabupaten Sarmi,UP,IN
Kabupaten Supiori,UP,IN
Kabupaten Tolikara,UP,IN
Kabupaten Waropen,UP,IN
Kabupaten Yahukimo,UP,IN
Kabupaten Yalimo,UP,IN
Kota Jayapura,UP,IN
Nabire,UP,IN
Kabupaten Fakfak,UP,IN
Kabupaten Kaimana,UP,IN
Kabupaten Manokwari,UP,IN
Kabupaten Manokwari Selatan,UP,IN
Kabupaten Maybrat,UP,IN
Kabupaten Raja Ampat,UP,IN
Kabupaten Sorong,UP,IN
Kabupaten Sorong Selatan,UP,IN
Kabupaten Tambrauw,UP,IN
Kabupaten Teluk Bintuni,UP,IN
Kabupaten Teluk Wondama,UP,IN
Kota Sorong,UP,IN
Manokwari,UP,IN
Sorong,UP,IN
Balaipungut,UP,IN
Batam,UP,IN
Dumai,UP,IN
Kabupaten Bengkalis,UP,IN
Kabupaten Indragiri Hilir,UP,IN
Kabupaten Indragiri Hulu,UP,IN
Kabupaten Kampar,UP,IN
Kabupaten Kepulauan Meranti,UP,IN
Kabupaten Kuantan Singingi,UP,IN
Kabupaten Pelalawan,UP,IN
Kabupaten Rokan Hilir,UP,IN
Kabupaten Rokan Hulu,UP,IN
Kabupaten Siak,UP,IN
Kota Dumai,UP,IN
Kota Pekanbaru,UP,IN
Pekanbaru,UP,IN
Kabupaten Majene,UP,IN
Kabupaten Mamasa,UP,IN
Kabupaten Mamuju,UP,IN
Kabupaten Mamuju Tengah,UP,IN
Kabupaten Mamuju Utara,UP,IN
Kabupaten Polewali Mandar,UP,IN
Majene,UP,IN
Mamuju,UP,IN
Polewali,UP,IN
Galesong,UP,IN
Kabupaten Bantaeng,UP,IN
Kabupaten Barru,UP,IN
Kabupaten Bone,UP,IN
Kabupaten Bulukumba,UP,IN
Kabupaten Enrekang,UP,IN
Kabupaten Gowa,UP,IN
Kabupaten Jeneponto,UP,IN
Kabupaten Luwu,UP,IN
Kabupaten Luwu Timur,UP,IN
Kabupaten Luwu Utara,UP,IN
Kabupaten Maros,UP,IN
Kabupaten Pangkajene Dan Kepulauan,UP,IN
Kabupaten Pinrang,UP,IN
Kabupaten Sidenreng Rappang,UP,IN
Kabupaten Sinjai,UP,IN
Kabupaten Soppeng,UP,IN
Kabupaten Takalar,UT,IN
Kabupaten Tana Toraja,UT,IN
Kabupaten Toraja Utara,UT,IN
Kabupaten Wajo,UT,IN
Kota Makassar,UT,IN
Kota Palopo,UT,IN
Kota Parepare,UT,IN
Makassar,UT,IN
Maros,UT,IN
Palopo,UT,IN
Parepare,UT,IN
Rantepao,UT,IN
Selayar Islands Regency,UT,IN
Sengkang,UT,IN
Sinjai,UT,IN
Watampone,UT,IN
Kabupaten Banggai,UT,IN
Kabupaten Banggai Kepulauan,UT,IN
Kabupaten Banggai Laut,UT,IN
Kabupaten Buol,UT,IN
Kabupaten Donggala,UT,IN
